biotin biosynthesis	Biotin synthase	2.8.1.6	BIO2	PMID:12658511|SGD_REF:S000079647
biotin biosynthesis	Dethiobiotin synthase	6.3.3.3	BIO4	PMID:12658511|SGD_REF:S000079647
butanediol biosynthesis	(R,R)-butanediol dehydrogenase	1.1.1.4	BDH1	PMID:16535224|PMID:10938079|PMID:11306064
butanediol degradation	(R,R)-butanediol dehydrogenase	1.1.1.4	BDH1	PMID:11306064|PMID:10938079
carnitine shuttle	Carnitine O-acetyltransferase	2.3.1.7	CAT2	
carnitine shuttle	Carnitine O-acetyltransferase	2.3.1.7	CAT2	
carnitine shuttle	Carnitine O-acetyltransferase	2.3.1.7	YAT1	
carnitine shuttle	Carnitine O-acetyltransferase	2.3.1.7	YAT2	
CDP-diacylglycerol biosynthesis	Phosphatidate cytidylyltransferase	2.7.7.41	CDS1	SGD_REF:S000058496
chitin biosynthesis	Chitin synthase	2.4.1.16	CHS1	PMID:16760306|PMID:12228806
chitin biosynthesis	Chitin synthase	2.4.1.16	CHS2	PMID:16760306|PMID:12228806
chitin biosynthesis	Chitin synthase	2.4.1.16	CHS3	PMID:16760306|PMID:12228806
chitosan biosynthesis	Chitin deacetylase	3.5.1.41	CDA1	PMID:16760306
chitosan biosynthesis	Chitin deacetylase	3.5.1.41	CDA2	PMID:16760306
chorismate biosynthesis	2-dehydro-3-deoxyphosphoheptonate aldolase	2.5.1.54	ARO3	PMID:1943992
chorismate biosynthesis	2-dehydro-3-deoxyphosphoheptonate aldolase	2.5.1.54	ARO4	PMID:1943992
chorismate biosynthesis	3-dehydroquinate dehydratase	4.2.1.10	ARO1	PMID:1943992
chorismate biosynthesis	3-dehydroquinate synthase	4.2.3.4	ARO1	PMID:1943992
chorismate biosynthesis	3-phosphoshikimate 1-carboxyvinyltransferase	2.5.1.19	ARO1	PMID:1943992
chorismate biosynthesis	Chorismate synthase	4.2.3.5	ARO2	PMID:1943992
chorismate biosynthesis	Shikimate 5-dehydrogenase	1.1.1.25	ARO1	PMID:1943992
chorismate biosynthesis	shikimate-kinase	2.7.1.71	ARO1	PMID:1943992
citrulline biosynthesis	Carbamoyl-phosphate synthase (glutamine-hydrolysing)	6.3.5.5	CPA1	PMID:8626695|SGD_REF:S000045338|SGD_REF:S000070200
citrulline biosynthesis	Carbamoyl-phosphate synthase (glutamine-hydrolysing)	6.3.5.5	CPA2	PMID:8626695|SGD_REF:S000045338|SGD_REF:S000070200
citrulline biosynthesis	Carbamoyl-phosphate synthase (glutamine-hydrolysing)	6.3.5.5	URA2	PMID:8626695|SGD_REF:S000045338|SGD_REF:S000070200
citrulline biosynthesis	Ornithine carbamoyltransferase	2.1.3.3	ARG3	PMID:8626695|SGD_REF:S000045338|SGD_REF:S000070200
cysteine biosynthesis from homocysteine	Cystathionine beta-synthase	4.2.1.22	CYS4	SGD_REF:S000070200|PMID:15042590|SGD_REF:S000075748|PMID:10509018|SGD_REF:S000046732
cysteine biosynthesis from homocysteine	Cystathionine gamma-lyase	4.4.1.1	CYS3	SGD_REF:S000070200|PMID:15042590|SGD_REF:S000075748|PMID:10509018|SGD_REF:S000046732
cysteine biosynthesis/homocysteine degradation	Cystathionine beta-synthase	4.2.1.22	CYS4	PMID:10509018|SGD_REF:S000046732|SGD_REF:S000070200|PMID:15042590|SGD_REF:S000075748
cysteine biosynthesis/homocysteine degradation	Cystathionine gamma-lyase	4.4.1.1	CYS3	PMID:10509018|SGD_REF:S000046732|SGD_REF:S000070200|PMID:15042590|SGD_REF:S000075748
de novo biosynthesis of purine nucleotides		1.17.4.1	RNR1	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides		1.17.4.1	RNR1	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides		1.17.4.1	RNR2	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides		1.17.4.1	RNR2	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides		1.17.4.1	RNR3	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides		1.17.4.1	RNR3	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides		1.17.4.1	RNR4	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides		1.17.4.1	RNR4	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides		2.7.4.6	YNK1	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides		2.7.4.6	YNK1	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides	Adenylate kinase	2.7.4.3	ADK1	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides	Adenylate kinase	2.7.4.3	ADK2	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides	Adenylosuccinate lyase	4.3.2.2	ADE13	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides	Adenylosuccinate lyase	4.3.2.2	ADE13	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides	Adenylosuccinate synthase	6.3.4.4	ADE12	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides	Amidophosphoribosyltransferase	2.4.2.14	ADE4	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides	GMP synthase	6.3.4.1		PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides	GMP synthase (glutamine-hydrolysing)	6.3.5.2	GUA1	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides	Guanylate kinase	2.7.4.8	GUK1	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides	IMP cyclohydrolase	3.5.4.10	ADE16	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides	IMP cyclohydrolase	3.5.4.10	ADE17	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides	IMP dehydrogenase	1.1.1.205	IMD2	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides	IMP dehydrogenase	1.1.1.205	IMD3	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides	IMP dehydrogenase	1.1.1.205	IMD4	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides	Nucleoside-diphosphate kinase	2.7.4.6	YNK1	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides	Phosphoribosylamine--glycine ligase	6.3.4.13	ADE5,7	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides	Phosphoribosylaminoimidazole carboxylase	4.1.1.21	ADE2	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides	Phosphoribosylaminoimidazolecarboxamide formyltransferase	2.1.2.3	ADE16	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides	Phosphoribosylaminoimidazolecarboxamide formyltransferase	2.1.2.3	ADE17	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides	Phosphoribosylaminoimidazole-succinocarboxamide synthase	6.3.2.6	ADE1	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides	Phosphoribosylformylglycinamidine cyclo-ligase	6.3.3.1	ADE5,7	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides	Phosphoribosylformylglycinamidine synthase	6.3.5.3	ADE6	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of purine nucleotides	Phosphoribosylglycinamide formyltransferase	2.1.2.2	ADE8	PMID:11689683|SGD_REF:S000068861|SGD_REF:S000070200|PMID:15744050|PMID:11035032|SGD_REF:S000060059
de novo biosynthesis of pyrimidine deoxyribonucleotides		1.17.4.1	RNR1	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides		1.17.4.1	RNR1	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides		1.17.4.1	RNR2	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides		1.17.4.1	RNR2	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides		1.17.4.1	RNR3	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides		1.17.4.1	RNR3	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides		1.17.4.1	RNR4	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides		1.17.4.1	RNR4	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides		2.7.4.13		PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides		2.7.4.13	CDC8	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides		2.7.4.6	YNK1	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides		2.7.4.6	YNK1	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides		2.7.4.6	YNK1	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides	dCTP deaminase	3.5.4.13		PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides	dUTP pyrophosphatase	3.6.1.23	DUT1	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides	Thymidylate kinase	2.7.4.9	CDC8	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine deoxyribonucleotides	Thymidylate synthase	2.1.1.45	CDC21	PMID:12472466|SGD_REF:S000072775|PMID:1659321|SGD_REF:S000065769|PMID:6094555|SGD_REF:S000049877
de novo biosynthesis of pyrimidine ribonucleotides		2.7.4.4	URA6	PMID:9485596|SGD_REF:S000042936
de novo biosynthesis of pyrimidine ribonucleotides	Aspartate carbamoyltransferase	2.1.3.2	URA2	PMID:9485596|SGD_REF:S000042936
de novo biosynthesis of pyrimidine ribonucleotides	Carbamoyl-phosphate synthase (glutamine-hydrolysing)	6.3.5.5	CPA1	PMID:9485596|SGD_REF:S000042936
de novo biosynthesis of pyrimidine ribonucleotides	Carbamoyl-phosphate synthase (glutamine-hydrolysing)	6.3.5.5	CPA2	PMID:9485596|SGD_REF:S000042936
de novo biosynthesis of pyrimidine ribonucleotides	Carbamoyl-phosphate synthase (glutamine-hydrolysing)	6.3.5.5	URA2	PMID:9485596|SGD_REF:S000042936
de novo biosynthesis of pyrimidine ribonucleotides	CTP synthase	6.3.4.2	URA7	PMID:9485596|SGD_REF:S000042936
de novo biosynthesis of pyrimidine ribonucleotides	CTP synthase	6.3.4.2	URA8	PMID:9485596|SGD_REF:S000042936
de novo biosynthesis of pyrimidine ribonucleotides	Dihydroorotase	3.5.2.3	URA4	PMID:9485596|SGD_REF:S000042936
de novo biosynthesis of pyrimidine ribonucleotides	Dihydroorotate dehydrogenase	1.3.99.11	URA1	PMID:9485596|SGD_REF:S000042936
de novo biosynthesis of pyrimidine ribonucleotides	Orotate phosphoribosyltransferase	2.4.2.10	URA10	PMID:9485596|SGD_REF:S000042936
de novo biosynthesis of pyrimidine ribonucleotides	Orotate phosphoribosyltransferase	2.4.2.10	URA10	PMID:9485596|SGD_REF:S000042936
de novo biosynthesis of pyrimidine ribonucleotides	Orotate phosphoribosyltransferase	2.4.2.10	URA5	PMID:9485596|SGD_REF:S000042936
de novo biosynthesis of pyrimidine ribonucleotides	Orotate phosphoribosyltransferase	2.4.2.10	URA5	PMID:9485596|SGD_REF:S000042936
de novo biosynthesis of pyrimidine ribonucleotides	Orotidine-5'-phosphate decarboxylase	4.1.1.23	URA3	PMID:9485596|SGD_REF:S000042936
de novo NAD biosynthesis	NAD(+) synthase (glutamine-hydrolysing)	6.3.5.1	QNS1	PMID:12062417|SGD_REF:S000069977
de novo NAD biosynthesis	Nicotinate-nucleotide adenylyltransferase	2.7.7.18	NMA1	PMID:12062417|SGD_REF:S000069977
de novo NAD biosynthesis	Nicotinate-nucleotide adenylyltransferase	2.7.7.18	NMA2	PMID:12062417|SGD_REF:S000069977
de novo NAD biosynthesis	Nicotinate-nucleotide pyrophosphorylase (carboxylating)	2.4.2.19	BNA6	PMID:12062417|SGD_REF:S000069977
de novo NAD biosynthesis	tryptophan degradation via kynurenine			PMID:12062417|SGD_REF:S000069977
dehydro-D-arabinono-1,4-lactone biosynthesis	D-arabinono-1,4-lactone oxidase	1.1.3.37	ALO1	PMID:10094636|PMID:17151466|PMID:17097644|PMID:11281285
dehydro-D-arabinono-1,4-lactone biosynthesis	D-arabinose 1-dehydrogenase	1.1.1.116	ARA2	PMID:10094636|PMID:17151466|PMID:17097644|PMID:11281285
dehydro-D-arabinono-1,4-lactone biosynthesis	D-arabinose 1-dehydrogenase (NAD(P)+)	1.1.1.117	ARA1	PMID:10094636|PMID:17151466|PMID:17097644|PMID:11281285
diphthamide biosynthesis			DPH1	PMID:8406038|PMID:1508200|PMID:3042777|PMID:6339504|PMID:15485916
diphthamide biosynthesis			DPH2	PMID:8406038|PMID:1508200|PMID:3042777|PMID:6339504|PMID:15485916
diphthamide biosynthesis			KTI11	PMID:8406038|PMID:1508200|PMID:3042777|PMID:6339504|PMID:15485916
diphthamide biosynthesis		2.1.1.98	DPH5	PMID:8406038|PMID:1508200|PMID:3042777|PMID:6339504|PMID:15485916
diphthamide biosynthesis	diphthamide synthase	2.1.1.98	DPH5	PMID:8406038|PMID:1508200|PMID:3042777|PMID:6339504|PMID:15485916
diphthamide biosynthesis	diphthine synthase	2.1.1.98	DPH5	PMID:8406038|PMID:1508200|PMID:3042777|PMID:6339504|PMID:15485916
diphthamide biosynthesis	diphthine--ammonia ligase	6.3.1.14	RRT2	PMID:8406038|PMID:1508200|PMID:3042777|PMID:6339504|PMID:15485916
